,Key,CN,outflow_rate,a_l,h_l,v_H
88,1800,0.005761563323803571,0.02739706277072647,0.6553334451710116,0.3622568508342842,0.0018905489691777029
89,1800,0.00036443850235470826,0.04199896300966425,0.7024189708114041,0.33159958307114457,0.004115514519950883
90,1800,6.535225938231118e-05,0.07119904824336148,0.6817720560594684,0.3069825439784155,0.0010108620361737985
91,1800,0.008224296274597405,0.007856652707181671,0.6456849389379274,0.36188658150600506,0.012985636852556137
92,1800,0.00017832187946268874,0.040490324399505846,0.6787580257176513,0.30930875147394676,0.001774780435952797
93,1800,0.002206620565986674,0.05388922484265057,0.7109024714794743,0.2790661219173803,0.0034373709460848115
94,1800,0.00023551724618736642,0.06261719650343034,0.7040656792944116,0.30629175356432004,0.0009536531535889222
95,1800,0.00017940505388618622,0.0598481730651001,0.6801282061707166,0.31261218491126136,0.0011194833888763499
96,2000,0.0009198077873277312,0.02855474684404698,0.6731737203054211,0.3566705773017252,0.003979974747607359
97,2000,0.0004527966336010028,0.04438508202443468,0.6737354693518469,0.3532218943221907,0.0015736165096337633
98,2000,0.000481738738131291,0.050861631420782184,0.6964578078123073,0.3069211838999702,0.0006637385913933827
99,2000,0.0007265678975280683,0.03882911667797639,0.7062090144910899,0.2990391467749668,0.0018046713302116984
100,2000,0.0026398521717036316,0.017034136608781784,0.660301204266258,0.34584137170255724,0.004520675672949555
101,2000,0.000677602086617517,0.04289538757246053,0.7002888268263884,0.3319682623109974,0.002577566689014615
102,2000,0.00044829656859834163,0.0472867491278498,0.6853137496245295,0.3265306325470501,0.0013186523720805842
103,2000,0.0003460704493165137,0.0742440000822212,0.7024348521205209,0.27841961483817174,0.0007995992577675727
104,2000,0.0011311033978348426,0.027550056789415422,0.7218420855317454,0.3213581670565411,0.002437568563326348
105,2000,0.0005842572625887347,0.04960409899439994,0.7028414771070988,0.3202701509028338,0.0007713412002714976
106,2200,0.00019214447352271195,0.05719549509098328,0.7237435102623456,0.28920366288731064,0.0012294247721712343
107,2200,0.0010661934557384177,0.022267535256217018,0.6991231509545365,0.3508486005742708,0.0025363625595399854
108,2200,0.0,0.0,0.0,0.0,0.0
109,2200,4.922861376082777e-05,0.07520270285816089,0.7025883036520462,0.2940770966798425,0.00027997865457908436
110,2200,0.003294597246187475,0.02596155408268393,0.6503410819726274,0.3295306552832785,0.0031306129366899743
111,2200,5.976636625600402e-05,0.07320644717676207,0.6895097941276093,0.3098425758091429,0.00034685111186152174
112,2200,0.0002781745077159011,0.05585575308017572,0.6942251343005619,0.31687788123450894,0.0007830684301166613
113,2200,0.0002104386844671837,0.05457702687620916,0.6965741875702048,0.2983288088648887,0.0004039613651038763
